id,title,text,topic,source
13_6,Ocean thermal energy conversion,"Weather and waves destroyed it before it could generate net power. (Net power is the amount of power generated after subtracting power needed to run the system).
In 1956, French scientists designed a 3 MW plant for Abidjan, Ivory Coast. The plant was never completed, because new finds of large amounts of cheap petroleum made it uneconomical.
In 1962, J",ocean_thermal_energy,Wikipedia
13_7,Ocean thermal energy conversion,"Hilbert Anderson and James H. Anderson, Jr. focused on increasing component efficiency",ocean_thermal_energy,Wikipedia
13_8,Ocean thermal energy conversion,"They patented their new ""closed cycle"" design in 1967. This design improved upon the original closed-cycle Rankine system, and included this in an outline for a plant that would produce power at lower cost than oil or coal. At the time, however, their research garnered little attention since coal and nuclear were considered the future of energy.
Japan is a major contributor to the development of OTEC technology",ocean_thermal_energy,Wikipedia
13_9,Ocean thermal energy conversion,"Beginning in 1970 the Tokyo Electric Power Company successfully built and deployed a 100 kW closed-cycle OTEC plant on the island of Nauru.  The plant became operational on 14 October 1981, producing about 120 kW of electricity; 90 kW was used to power the plant and the remaining electricity was used to power a school and other places. This set a world record for power output from an OTEC system where the power was sent to a real (as opposed to an experimental) power grid.
1981 also saw a major development in OTEC technology when Russian engineer, Dr",ocean_thermal_energy,Wikipedia
14_0,Seawater,"Seawater, or sea water, is water from a sea or ocean. On average, seawater in the world's oceans has a salinity of about 3.5% (35 g/L, 35 ppt, 600 mM). This means that every kilogram (roughly one liter by volume) of seawater has approximately 35 grams (1.2 oz) of dissolved salts (predominantly sodium (Na+) and chloride (Cl−) ions)",seawater,Wikipedia
14_1,Seawater,The average density at the surface is 1.025 kg/L. Seawater is denser than both fresh water and pure water (density 1.0 kg/L at 4 °C (39 °F)) because the dissolved salts increase the mass by a larger proportion than the volume. The freezing point of seawater decreases as salt concentration increases,seawater,Wikipedia
14_2,Seawater,"At typical salinity, it freezes at about −2 °C (28 °F). The coldest seawater still in the liquid state ever recorded was found in 2010, in a stream under an Antarctic glacier: the measured temperature was −2.6 °C (27.3 °F). 
Seawater pH is typically limited to a range between 7.5 and 8.4",seawater,Wikipedia
14_3,Seawater,"However, there is no universally accepted reference pH-scale for seawater and the difference between measurements based on different reference scales may be up to 0.14 units.


== Properties ==


=== Salinity ===

Although the vast majority of seawater has a salinity of between 31 and 38 g/kg, that is 3.1–3.8%, seawater is not uniformly saline throughout the world. Where mixing occurs with freshwater runoff from river mouths, near melting glaciers or vast amounts of precipitation (e.g. monsoon), seawater can be substantially less saline",seawater,Wikipedia
14_4,Seawater,"The most saline open sea is the Red Sea, where high rates of evaporation, low precipitation and low river run-off, and confined circulation result in unusually salty water. The salinity in isolated bodies of water can be considerably greater still –  about ten times higher in the case of the Dead Sea. Historically, several salinity scales were used to approximate the absolute salinity of seawater",seawater,Wikipedia
14_5,Seawater,"A popular scale was the ""Practical Salinity Scale"" where salinity was measured in ""practical salinity units (PSU)"". The current standard for salinity is the ""Reference Salinity"" scale  with the salinity expressed in units of ""g/kg"".


=== Density ===
The density of surface seawater ranges from about 1020 to 1029 kg/m3, depending on the temperature and salinity. At a temperature of 25 °C, the salinity of 35 g/kg and 1 atm pressure, the density of seawater is 1023.6 kg/m3",seawater,Wikipedia
14_6,Seawater,"Deep in the ocean, under high pressure, seawater can reach a density of 1050 kg/m3 or higher. The density of seawater also changes with salinity. Brines generated by seawater desalination plants can have salinities up to 120 g/kg",seawater,Wikipedia
14_7,Seawater,"The density of typical seawater brine of 120 g/kg salinity at 25 °C and atmospheric pressure is 1088 kg/m3.


=== pH value ===

The pH value at the surface of oceans in pre-industrial time (before 1850) was around 8.2. Since then, it has been decreasing due to a human-caused process called ocean acidification that is related to carbon dioxide emissions: Between 1950 and 2020, the average pH of the ocean surface fell from approximately 8.15 to 8.05.
The pH value of seawater is naturally as low as 7.8 in deep ocean waters as a result of the degradation of organic matter in these waters. It can be as high as 8.4 in surface waters in areas of high biological productivity",seawater,Wikipedia
14_8,Seawater,"Measurement of pH is complicated by the chemical properties of seawater, and several distinct pH scales exist in chemical oceanography. There is no universally accepted reference pH-scale for seawater and the difference between measurements based on different reference scales may be up to 0.14 units. 


=== Chemical composition ===

Seawater contains more dissolved ions than all types of freshwater",seawater,Wikipedia
14_9,Seawater,"However, the ratios of solutes differ dramatically. For instance, although seawater contains about 2.8 times more bicarbonate than river water, the percentage of bicarbonate in seawater as a ratio of all dissolved ions is far lower than in river water. Bicarbonate ions constitute 48% of river water solutes but only 0.14% for seawater",seawater,Wikipedia
